,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,- V EUR,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,- V EUR
128.,95 ,OBČINA PREDDVOR,"3.237,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.237,40 ","0,00 ","3.237,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","123.407,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.394,54 ","0,00 ","0,00 ","8.394,54 ","103.801,65 ","103.801,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.206,00 ","5.206,00 ","6.005,47 ","6.005,47 ","35.109,97 ","0,00 ","0,00 ","35.109,97 ","35.109,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.640,52 ","0,00 ","0,00 ","540,00 ","540,00 ","0,00 ","0,00 ","6.100,52 ","6.100,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.530,00 ","0,00 ","0,00 ","3.530,00 ","3.530,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","192.383,77 ","192.383,77 ","89.826,32 ","102.557,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","364.309,32 "
129.,175 ,OBČINA PREVALJE,"133.822,00 ","24.439,00 ","24.439,00 ","0,00 ","0,00 ","0,00 ","0,00 ","109.383,00 ","0,00 ","109.383,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.292,00 ","1.292,00 ","1.292,00 ","3.811,00 ","0,00 ","0,00 ","3.811,00 ","3.811,00 ","750.974,00 ","10.120,00 ","10.120,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","677.433,00 ","677.433,00 ","0,00 ","0,00 ","0,00 ","55.664,00 ","55.664,00 ","0,00 ","0,00 ","7.757,00 ","7.757,00 ","9.357,00 ","9.357,00 ","9.357,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","79.992,00 ","0,00 ","0,00 ","29.208,00 ","29.208,00 ","25.511,00 ","25.511,00 ","25.273,00 ","25.273,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","583.431,00 ","182.218,00 ","182.218,00 ","401.213,00 ","401.213,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","103.784,00 ","103.784,00 ","8.220,00 ","95.564,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.666.463,00 "
130.,96 ,MESTNA OBČINA PTUJ,"527.647,83 ","29.866,78 ","29.866,78 ","0,00 ","0,00 ","0,00 ","0,00 ","496.221,10 ","0,00 ","496.221,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.559,95 ","1.559,95 ","7.330,53 ","7.330,53 ","7.330,53 ","566,27 ","566,27 ","566,27 ","0,00 ","0,00 ","4.275.163,97 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.693,63 ","0,00 ","49.693,63 ","0,00 ","4.171.042,18 ","3.194.159,09 ","976.883,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.428,16 ","54.428,16 ","298.713,28 ","0,00 ","0,00 ","298.713,28 ","298.713,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","161.587,44 ","0,00 ","0,00 ","161.587,44 ","161.587,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","576.535,44 ","367.265,29 ","367.265,29 ","209.270,15 ","209.270,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","349.752,37 ","349.752,37 ","7.973,86 ","341.778,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.197.297,13 "
131.,97 ,OBČINA PUCONCI,"397.678,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","397.678,71 ","0,00 ","397.678,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.030.648,02 ","0,00 ","0,00 ","0,00 ","115.779,95 ","115.779,95 ","0,00 ","0,00 ","319,56 ","0,00 ","319,56 ","0,00 ","791.797,64 ","791.797,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.750,87 ","122.750,87 ","85.425,54 ","0,00 ","0,00 ","85.425,54 ","85.425,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","180.845,30 ","31.773,60 ","31.773,60 ","35.222,06 ","35.222,06 ","107.881,32 ","107.881,32 ","5.968,32 ","5.968,32 ","85.637,16 ","0,00 ","0,00 ","85.637,16 ","85.637,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.926,04 ","29.926,04 ","29.926,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","92.518,84 ","92.518,84 ","0,00 ","92.518,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.902.679,61 "
132.,98 ,OBČINA RAČE-FRAM,"121.172,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","121.172,00 ","0,00 ","121.172,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","924.115,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","903.754,00 ","903.754,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.361,00 ","20.361,00 ","247.785,00 ","0,00 ","0,00 ","247.785,00 ","247.785,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","191.344,00 ","0,00 ","0,00 ","41.133,00 ","41.133,00 ","150.211,00 ","150.211,00 ","0,00 ","0,00 ","16.346,00 ","0,00 ","0,00 ","16.346,00 ","16.346,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","169.309,00 ","11.505,00 ","11.505,00 ","147.389,00 ","147.389,00 ","0,00 ","0,00 ","10.415,00 ","10.415,00 ","0,00 ","0,00 ","1.874.986,00 ","1.874.986,00 ","0,00 ","1.874.986,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.545.057,00 "
133.,99 ,OBČINA RADEČE,"222.169,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","118.310,00 ","0,00 ","118.310,00 ","0,00 ","0,00 ","83.649,00 ","83.649,00 ","0,00 ","0,00 ","20.210,00 ","20.210,00 ","3.338,00 ","3.338,00 ","3.338,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","535.121,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","484.582,00 ","484.582,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","40.555,00 ","40.555,00 ","9.984,00 ","9.984,00 ","34.118,00 ","0,00 ","0,00 ","34.118,00 ","34.118,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","44.579,00 ","17.523,00 ","17.523,00 ","0,00 ","0,00 ","17.703,00 ","17.703,00 ","9.353,00 ","9.353,00 ","60.086,00 ","0,00 ","0,00 ","60.086,00 ","60.086,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","230.415,00 ","51.518,00 ","51.518,00 ","178.897,00 ","178.897,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","71.011,00 ","71.011,00 ","38.424,00 ","32.587,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.200.837,00 "
134.,100 ,OBČINA RADENCI,"5.357,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.357,12 ","0,00 ","5.357,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.446,33 ","1.446,33 ","1.446,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","224.478,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","214.126,33 ","214.126,33 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.352,63 ","10.352,63 ","72.635,20 ","0,00 ","0,00 ","72.635,20 ","72.635,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","117.298,16 ","76.506,92 ","76.506,92 ","40.791,24 ","40.791,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.017,59 ","4.017,59 ","4.017,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","115.156,30 ","115.156,30 ","8.209,94 ","106.946,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","540.389,66 "
135.,101 ,OBČINA RADLJE OB DRAVI,"66.454,27 ","267,70 ","267,70 ","0,00 ","0,00 ","0,00 ","0,00 ","34.984,09 ","0,00 ","34.984,09 ","0,00 ","0,00 ","31.202,48 ","31.202,48 ","0,00 ","0,00 ","0,00 ","0,00 ","2.084,20 ","2.084,20 ","2.084,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.152.587,31 ","493.981,41 ","493.981,41 ","0,00 ","148,00 ","148,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","431.425,49 ","431.425,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","463,88 ","463,88 ","226.568,53 ","226.568,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","142.615,68 ","0,00 ","0,00 ","51.302,07 ","51.302,07 ","91.313,61 ","91.313,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","151.351,93 ","0,00 ","0,00 ","151.351,93 ","151.351,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.515.093,39 "
136.,102 ,OBČINA RADOVLJICA,"896.421,63 ","12.022,87 ","12.022,87 ","0,00 ","0,00 ","0,00 ","0,00 ","874.594,24 ","0,00 ","874.594,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.804,52 ","9.804,52 ","11.470,00 ","11.470,00 ","11.470,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.489.213,93 ","35.686,82 ","35.686,82 ","0,00 ","94.785,67 ","67.811,05 ","26.974,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.896.842,62 ","1.896.842,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","461.898,82 ","461.898,82 ","1.284.296,39 ","0,00 ","0,00 ","1.284.296,39 ","1.284.296,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","390.275,04 ","219.338,35 ","219.338,35 ","0,00 ","0,00 ","57.476,91 ","57.476,91 ","113.459,78 ","113.459,78 ","87.354,41 ","0,00 ","0,00 ","87.354,41 ","87.354,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.184.807,54 ","316.461,15 ","316.461,15 ","1.868.346,39 ","1.868.346,39 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","251.469,08 ","251.469,08 ","54.476,08 ","196.993,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.600,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.600,40 ","83.600,40 ","0,00 ","0,00 ","7.678.908,42 "
137.,103 ,OBČINA RAVNE NA KOROŠKEM,"199.860,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","199.860,00 ","0,00 ","199.860,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.225,00 ","7.225,00 ","7.225,00 ","18.760,00 ","3.060,00 ","3.060,00 ","15.700,00 ","15.700,00 ","1.220.313,00 ","143.248,00 ","143.248,00 ","0,00 ","14.531,00 ","14.531,00 ","0,00 ","0,00 ","4.796,00 ","0,00 ","4.796,00 ","0,00 ","1.035.064,00 ","1.035.064,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.516,00 ","1.516,00 ","21.158,00 ","21.158,00 ","28.257,00 ","0,00 ","0,00 ","28.257,00 ","28.257,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","250.717,00 ","87.932,00 ","87.932,00 ","159.890,00 ","159.890,00 ","2.895,00 ","2.895,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","154.334,00 ","116.351,00 ","116.351,00 ","37.983,00 ","37.983,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","94.346,00 ","94.346,00 ","0,00 ","94.346,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.973.812,00 "
138.,176 ,OBČINA RAZKRIŽJE,"133.572,97 ","131.687,60 ","917,29 ","0,00 ","130.770,31 ","0,00 ","0,00 ","1.885,37 ","0,00 ","1.885,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.500,00 ","0,00 ","0,00 ","11.500,00 ","11.500,00 ","35.010,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.170,37 ","12.170,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.451,99 ","4.451,99 ","18.388,01 ","18.388,01 ","27.805,54 ","0,00 ","0,00 ","27.805,54 ","27.805,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.934,01 ","0,00 ","0,00 ","10.538,32 ","10.538,32 ","0,00 ","0,00 ","11.395,69 ","11.395,69 ","2.300,10 ","0,00 ","0,00 ","2.300,10 ","2.300,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.999,16 ","0,00 ","0,00 ","4.999,16 ","4.999,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","237.122,15 "
139.,209 ,OBČINA REČICA OB SAVINJI,"34.948,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","34.948,00 ","0,00 ","34.948,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","189.258,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","189.258,00 ","189.258,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","56.620,00 ","0,00 ","0,00 ","56.620,00 ","56.620,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.688,00 ","0,00 ","0,00 ","18.567,00 ","18.567,00 ","3.121,00 ","3.121,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","302.514,00 "
140.,201 ,OBČINA RENČE-VOGRSKO,"60.370,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","58.380,81 ","0,00 ","58.380,81 ","0,00 ","0,00 ","1.500,00 ","1.500,00 ","0,00 ","0,00 ","489,48 ","489,48 ","9.460,54 ","9.460,54 ","9.460,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","127.735,73 ","35.267,92 ","35.267,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","92.467,81 ","92.467,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.267,84 ","2.267,84 ","2.267,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.138,14 ","466,14 ","466,14 ","6.672,00 ","6.672,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.644,32 ","0,00 ","0,00 ","29.644,32 ","29.644,32 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.663,02 ","31.663,02 ","0,00 ","31.663,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","268.279,88 "
141.,104 ,OBČINA RIBNICA,"549.197,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","549.197,00 ","0,00 ","549.197,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.254,00 ","8.254,00 ","8.254,00 ","105.696,00 ","0,00 ","0,00 ","105.696,00 ","105.696,00 ","390.848,00 ","0,00 ","0,00 ","0,00 ","34.007,00 ","34.007,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","241.624,00 ","241.624,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","115.217,00 ","115.217,00 ","391.767,00 ","251.300,00 ","251.300,00 ","140.467,00 ","140.467,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","221.376,00 ","8.694,00 ","8.694,00 ","177.264,00 ","177.264,00 ","16.359,00 ","16.359,00 ","19.059,00 ","19.059,00 ","110.048,00 ","0,00 ","0,00 ","110.048,00 ","110.048,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","242.629,00 ","230.111,00 ","230.111,00 ","12.518,00 ","12.518,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","407.100,00 ","407.100,00 ","35.156,00 ","371.944,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.757,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.757,00 ","13.757,00 ","0,00 ","0,00 ","2.440.672,00 "
142.,177 ,OBČINA RIBNICA NA POHORJU,"1.981,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.981,71 ","0,00 ","1.981,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.745,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","50.745,24 ","50.745,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.244,01 ","0,00 ","0,00 ","27.244,01 ","27.244,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","114.284,85 ","0,00 ","0,00 ","12.048,47 ","12.048,47 ","50.679,26 ","50.679,26 ","51.557,12 ","51.557,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.150,00 ","8.150,00 ","8.150,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","202.405,81 "
143.,106 ,OBČINA ROGAŠKA SLATINA,"149.206,00 ","2.673,00 ","2.673,00 ","0,00 ","0,00 ","0,00 ","0,00 ","146.533,00 ","0,00 ","146.533,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.455,00 ","6.455,00 ","6.455,00 ","3.711,00 ","2.799,00 ","2.799,00 ","912,00 ","912,00 ","2.926.160,00 ","549.580,00 ","549.580,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.076,00 ","30.076,00 ","0,00 ","0,00 ","2.292.610,00 ","2.292.610,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","707,00 ","707,00 ","53.187,00 ","53.187,00 ","366,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","366,00 ","366,00 ","0,00 ","0,00 ","185.403,00 ","124.367,00 ","124.367,00 ","61.036,00 ","61.036,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","297.985,00 ","58.195,00 ","58.195,00 ","237.704,00 ","237.704,00 ","0,00 ","0,00 ","2.086,00 ","2.086,00 ","0,00 ","0,00 ","387.839,00 ","387.839,00 ","0,00 ","387.839,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.957.125,00 "
